10	3.69319367       5.48362918E-02
20	1.89637792       1.54709294E-02
30	1.39018965       6.13433355E-03
40	1.19875205       3.11617786E-03
50	1.09658098       1.97995291E-03
60	1.05798101       1.57693750E-03
70	1.03558183       1.17742049E-03
80	1.01848638       1.14068703E-03
90	1.00893438       9.49426496E-04
100	1.00918710       8.00332869E-04
