#n      x                dx
10	3.71073961       5.49052358E-02	
20	1.88147795       1.55958952E-02
30 	1.38804603       5.79824205E-03
40	1.19316161       3.08998814E-03
50	1.09644520       2.09754775E-03
60	1.06036675       1.79833139E-03
70	1.03163660       1.30244065E-03
80	1.02487576       1.08148204E-03
90	1.01164532       8.38217791E-04
100	1.00630105       8.17380904E-04
	
